derivat,vnumber,btnumber,at_id,prio_int,ia_genehmigungsstand,pep_bauphase,ksps,istufe,anlauf_sop_at,bo,quelle,av_fzg,pl,basistyp,puk_werk,hybrid,basisausfuehrung,antriebsart,motortyp,rueckgabe_soll,key
8f299afacdd0,d3424a01eb6b,ff745d2d8993,85af1d929b2c,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,afac271cf204,f4f0d803c9db,547d1fbc079e,4de01d76ccae,52293d89e221,756653dcabed,80933a776306,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,f998841971b1,bab6e157f78d,6b04e1269d88
8f299afacdd0,ac1f747bb206,3a2b153f4943,e683d346d928,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,6bf0d2cd4721,8cbaaf4fe287,1909f4707fbc,4de01d76ccae,04184b30f3e0,756653dcabed,3cf4b3634553,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,36ff19562bda,46fa83f1581b,7778802fc174
df1c8a376ed9,bdf11b0456e6,7f44b5b9f36a,ae5af9265d7d,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c4e12dc867d3,87017439bad0,547d1fbc079e,4de01d76ccae,b9527120dc31,83575dc8dc80,a89ee4e5ed3e,a1506fa41e74,7352775fc497,7c572aeb3f13,8f66477f646c,7cfd31a06791,e3879c9c91e7,ca7f84638a61
f6f8e7019289,1f8c82a60831,1bba0a6c5b0d,cc4e18a6014a,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,58e10f881385,0a1a6904b336,14870a394f99,4de01d76ccae,fd4354577db7,756653dcabed,3d046febb543,ca12f7e0bc26,97fcfadd6aae,2dbf72b294d1,8f66477f646c,36ff19562bda,e12cf76ebd06,650ed51ad0b6
f6f8e7019289,88a542705919,76c08fff2f2c,7aa4cf9054c1,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,a66669b51838,0a1a6904b336,5cafcfc1e1a7,4de01d76ccae,ab536490d817,756653dcabed,5851171efdb9,ca12f7e0bc26,7352775fc497,2dbf72b294d1,8f66477f646c,7d31b998635f,bfe90193ae17,650ed51ad0b6
f6f8e7019289,3362ef9cdf3c,0e033295d1df,8514484a7ffe,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,58e10f881385,0a1a6904b336,1909f4707fbc,4de01d76ccae,57def4ea91d0,756653dcabed,5851171efdb9,ca12f7e0bc26,7352775fc497,2dbf72b294d1,8f66477f646c,7d31b998635f,4653a2fd50e7,650ed51ad0b6
f6f8e7019289,ec3be28c95f1,e4070a8da402,b4d4844ff46f,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,a66669b51838,0a1a6904b336,b15c2010203b,4de01d76ccae,eda0879f9e62,756653dcabed,d1a075aaf5fc,ca12f7e0bc26,7352775fc497,2dbf72b294d1,6ded4dc64807,60b2f56c4f73,91cfdd082593,650ed51ad0b6
f6f8e7019289,6f631bde7e5d,17e1acf26392,301d07a5db52,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,a66669b51838,0a1a6904b336,14870a394f99,4de01d76ccae,4be46961eb17,756653dcabed,d07b174e812b,ca12f7e0bc26,7352775fc497,2dbf72b294d1,8f66477f646c,7d31b998635f,e914b82cc80f,650ed51ad0b6
f6f8e7019289,2ced3b8b05ce,eab983b2b9f2,a2e7d0df7b0f,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,5f677d5a3c09,0a1a6904b336,1909f4707fbc,4de01d76ccae,64d5cdf913cd,756653dcabed,ff6e75d6da60,ca12f7e0bc26,ad21b6c84713,2dbf72b294d1,6ded4dc64807,915c1c075d10,85190bf46150,650ed51ad0b6
f6f8e7019289,fef1ab7c034b,06ec94b71b1a,169aa922bc79,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,5f677d5a3c09,0a1a6904b336,1909f4707fbc,4de01d76ccae,61670f43f4a7,756653dcabed,8963c441339b,ca12f7e0bc26,ad21b6c84713,2dbf72b294d1,8f66477f646c,915c1c075d10,85190bf46150,650ed51ad0b6
59a51948daa0,9de6b0e3eb9d,ff64b2ab7d97,437e0789e6f4,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,464408816e2a,87017439bad0,547d1fbc079e,4de01d76ccae,e8d1f7dc3d40,756653dcabed,737098fdc50f,ca12f7e0bc26,97fcfadd6aae,7c572aeb3f13,8f66477f646c,c4beb57777ef,9067c9c336d0,06a8dad6d526
59a51948daa0,7cc6f159db66,87f24654271d,02588a30854c,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,464408816e2a,87017439bad0,4bf29dd69ad1,4de01d76ccae,256f2eca8f3b,756653dcabed,e40cbd778b10,ca12f7e0bc26,97fcfadd6aae,2dbf72b294d1,6ded4dc64807,559d9e8c6c19,f62b17a15099,06a8dad6d526
59a51948daa0,905d288f100a,3ddf9f2fa44a,68878822a89c,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,464408816e2a,87017439bad0,4bf29dd69ad1,4de01d76ccae,5c3145112119,756653dcabed,e40cbd778b10,ca12f7e0bc26,97fcfadd6aae,2dbf72b294d1,6ded4dc64807,559d9e8c6c19,7bf3e3390b5d,06a8dad6d526
59a51948daa0,fb9abf310418,49afe37e86a9,3a17e2704136,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,464408816e2a,87017439bad0,4bf29dd69ad1,4de01d76ccae,e8d1f7dc3d40,756653dcabed,b190ff13bd42,ca12f7e0bc26,97fcfadd6aae,2dbf72b294d1,8f66477f646c,c4beb57777ef,7bf3e3390b5d,06a8dad6d526
0be20aeac075,81757bd0b2a5,9a6f70520b60,e649d74c9cd9,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,37f04650e47f,9314d7ed9792,547d1fbc079e,4de01d76ccae,140da3fc070f,83575dc8dc80,0cdcced8907d,a1506fa41e74,7352775fc497,7c572aeb3f13,8f66477f646c,e36764d55ec2,48cdc589becb,21e4b993995a
0be20aeac075,d8afede4887d,76b09c3cebf3,e2c4a19cb82f,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,701ff6666c15,debbed8d4496,547d1fbc079e,4de01d76ccae,f75e24b0e65f,83575dc8dc80,bac40dbc6491,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,8b3844c30586,98ceb2da5636,19e2b86fe736
8f299afacdd0,9d2f9736ef62,92cd262e0aa2,1c8b5dbb6495,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,fcd4cdeb89bb,ba1cd803e0dd,14870a394f99,4de01d76ccae,d90d3019b784,756653dcabed,e1399bdab36b,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,e8b0e9378e85,8fafccc0fb64
0a3734d6db15,eea3eecf3e16,10cac99071ea,ded0b8465f87,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,7abf019eef68,534f5144ebbb,14870a394f99,4de01d76ccae,f0c5280a4c1e,83575dc8dc80,3a02a6ab4533,995cffb65bc1,7352775fc497,2dbf72b294d1,8f66477f646c,8b3844c30586,496fcb180754,3c3348cc38b3
38462567dddb,9882bc2c8e3f,59954e1be9f0,9038e16d19a1,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,77af369a8fac,3f33e3112315,1909f4707fbc,4de01d76ccae,441d16ae2b01,756653dcabed,3d0a953f7b4e,e2cf8569465e,7352775fc497,7c572aeb3f13,8f66477f646c,e39f20daadc9,18666da7567c,b1339d49c110
8f299afacdd0,bbc330c87b81,55c285419699,7efb225998c2,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,ff2f4ecd6643,64c4469b307a,00e672016ac8,4de01d76ccae,30868a1861d3,756653dcabed,6dcf48ca8726,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,c4beb57777ef,b4ae2c0ed561,c6f49f9050da
8f299afacdd0,c42b04963615,c194dfc6f102,dca59321796c,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,afac271cf204,f4f0d803c9db,14870a394f99,4de01d76ccae,6927026e7108,756653dcabed,e1399bdab36b,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,f0ae51718424,6b04e1269d88
db6d34019963,d5ce14a14f13,9d389a6cac56,b9e7fc64bb8d,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,3808271ce710,0a1a6904b336,e1f5e9510e8d,4de01d76ccae,e314f0e2ef3d,83575dc8dc80,3ebea2e9cf04,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,f515ff631d41,8146bd4454b9,896d47aac777
8f299afacdd0,d5feabcd574f,a557b4c6fefb,8b324abfb4d2,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,ff2f4ecd6643,64c4469b307a,00e672016ac8,4de01d76ccae,d0ee98f955e2,756653dcabed,3cf4b3634553,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,36ff19562bda,939fb209ed1e,c6f49f9050da
8f299afacdd0,2d5051c3303c,92539d681003,621f42ec01f7,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,49ce7779ba07,ba1cd803e0dd,00e672016ac8,4de01d76ccae,52565e41589e,756653dcabed,e1399bdab36b,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,555ba23f34de,8fafccc0fb64
9b526c0080bb,c0815215e7a0,be8a1210d4a3,811603fdef3b,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,9b59abd241de,683d619c2b4f,620c655d09d4,4de01d76ccae,9531b7c691cb,756653dcabed,6836370f54ec,ca12f7e0bc26,7352775fc497,7c572aeb3f13,8f66477f646c,7eb3cba35fb8,1ed0a6b1fd2e,b5e645a59108
84ecfe499d74,0db93ffe3db6,a0285ad98142,4031a416d1cf,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,26d34d9e95f3,892e70c90b50,620c655d09d4,4de01d76ccae,ad8ef51ca507,756653dcabed,3760f9831d18,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,f998841971b1,de6c940185e2,69e655ee45d3
f6f8e7019289,1a495eb8d10e,b1f046993661,441f48d87ce4,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,f0a0ebd6bad8,db590113cc11,e1f5e9510e8d,4de01d76ccae,d5a03df156d9,756653dcabed,e08f284d1bdf,ca12f7e0bc26,ad21b6c84713,2dbf72b294d1,8f66477f646c,c437c623823f,8f986819243d,18bdd996b2d9
0be20aeac075,39347753d51b,11bf3b205ea8,d205534abc18,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,701ff6666c15,debbed8d4496,91906b4260da,4de01d76ccae,726d6c68a9ae,83575dc8dc80,bac40dbc6491,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,8b3844c30586,31e8c03c50b6,19e2b86fe736
0be20aeac075,e23b72ce57a1,56decae75f14,0579ca756ce1,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,701ff6666c15,debbed8d4496,4bf29dd69ad1,4de01d76ccae,382b144f12c8,83575dc8dc80,bac40dbc6491,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,8b3844c30586,077dbd6783db,19e2b86fe736
59a51948daa0,7ea47dafaee7,af035056705f,579c509b13c8,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,d17e689460d7,87017439bad0,7f2cae55fcfa,4de01d76ccae,64d5cdf913cd,756653dcabed,e40cbd778b10,ca12f7e0bc26,97fcfadd6aae,2dbf72b294d1,6ded4dc64807,559d9e8c6c19,fed03dae6fe5,06a8dad6d526
472e3ed8cc36,2b1af3c2b89b,e7a7892380f1,812166c7a33d,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6deec34f4a26,8cbaaf4fe287,91906b4260da,4de01d76ccae,a16c69f6e73f,4e2a75df4e3e,43b728e6673b,541c5eb30195,7352775fc497,2dbf72b294d1,8f66477f646c,e39f20daadc9,a9972a778a59,ca8dc9029eee
8f299afacdd0,829038620dc3,c6d8f40cde4e,8212003fb757,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,98f64b50846e,ba1cd803e0dd,00e672016ac8,4de01d76ccae,31a1690ed725,756653dcabed,7e44f07de8fc,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,33ffffcb405e,8fafccc0fb64
f6f8e7019289,5dfdd9e625c3,4e42b526764a,b51dfe0f1940,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,5c4665813848,db590113cc11,620c655d09d4,4de01d76ccae,29f9a360e7b8,756653dcabed,658bd8d344f0,ca12f7e0bc26,97fcfadd6aae,2dbf72b294d1,6ded4dc64807,423af87b78b9,a78890bf8a77,18bdd996b2d9
8f299afacdd0,6190f7db6837,26e71fa9e58b,3e8838139551,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,98f64b50846e,ba1cd803e0dd,00e672016ac8,4de01d76ccae,2e05023eeb9a,756653dcabed,a75db31aa225,e2cf8569465e,ad21b6c84713,2dbf72b294d1,8f66477f646c,f5e1eb89abb8,b4ae2c0ed561,8fafccc0fb64
c2d0d7f71985,297d74f5ad75,4302559f44b7,af2c6504803b,,6382a318d580,d716ade3ab1c,48bb323e452d,70de9cb9b54c,b355f6834ee6,00e672016ac8,4de01d76ccae,b94bb814f80c,ad22e05c98ef,c7ec67d50aac,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,edb07a77f478,d58062acb5e4,b603eb828cda
df1c8a376ed9,,,ca358471b081,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,8ba0762e8d38,683d619c2b4f,0afc5258c3fa,4de01d76ccae,874406221ffa,83575dc8dc80,70e6db82eba8,,7352775fc497,2dbf72b294d1,8f66477f646c,e36764d55ec2,7a89591946a7,ba696a8446ce
db6d34019963,5a03edd90f75,d8ac957270c4,ae041d4daeb3,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,3808271ce710,0a1a6904b336,e1f5e9510e8d,4de01d76ccae,db2be709c9a0,83575dc8dc80,3ebea2e9cf04,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,f515ff631d41,26a8c006bb5a,896d47aac777
84ecfe499d74,76c11e7e6ac3,c20cb907744a,e777055199ed,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,3bf69463e3c7,756653dcabed,70a7b9cc65e4,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,f998841971b1,b56e65895c3c,69e655ee45d3
84ecfe499d74,6ccd2be32945,e592cb31351b,fa0b427df793,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,67cc097bd4f2,756653dcabed,70a7b9cc65e4,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,f998841971b1,b56e65895c3c,69e655ee45d3
84ecfe499d74,f3efd74d0aaf,19c0a1f88d96,12275ca76ed3,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,b24c312476b6,756653dcabed,70a7b9cc65e4,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,f998841971b1,b56e65895c3c,69e655ee45d3
84ecfe499d74,bc4cedc797b9,ed56d1629a62,4ae185709b0f,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,230d6fcf1dc2,756653dcabed,70a7b9cc65e4,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,f998841971b1,b56e65895c3c,69e655ee45d3
84ecfe499d74,027ebd127e4d,4a986a57ade5,fef5eaeea52f,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,2901d6d8325f,756653dcabed,70a7b9cc65e4,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,f998841971b1,b56e65895c3c,69e655ee45d3
84ecfe499d74,fe984aa2b558,6f30f7d8ab95,efdc03a57cf0,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,9552c9ed3eff,756653dcabed,70a7b9cc65e4,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,f998841971b1,b56e65895c3c,69e655ee45d3
38462567dddb,2652ce99fcf4,a832692bf928,828a3077af45,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,adf3d1a21819,3ca78e09baf1,620c655d09d4,4de01d76ccae,ee29d04f20e2,756653dcabed,a7f36f22e461,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,d722adc32b8c,c642159160e0,eff8ad28366d
38462567dddb,7feede5ab4eb,2e5c8490a2ee,4fc8c018d314,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,2e3ab2efca95,3ca78e09baf1,620c655d09d4,4de01d76ccae,d90d3019b784,756653dcabed,c2790a1dcce7,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,d73c212b172c,83c03dc1b3c5,eff8ad28366d
df1c8a376ed9,5134c1ca9c06,b26f4025979e,22b4fe546222,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,446a1f0fbe24,87017439bad0,0afc5258c3fa,4de01d76ccae,7640d210e1e8,83575dc8dc80,70e6db82eba8,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,e36764d55ec2,a40e72b218a8,ca7f84638a61
df1c8a376ed9,63b86567c645,6b0e7b4b7772,0e7030a5786e,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,599c88d75f79,534f5144ebbb,620c655d09d4,4de01d76ccae,8d1ca5226f29,83575dc8dc80,e537f82dd2b4,a1506fa41e74,7352775fc497,2dbf72b294d1,6ded4dc64807,db065f5d38ed,93c7061938b3,910e149b0977
38462567dddb,a3504a866af3,3269c8de3e36,3b34dc3f1af7,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,f3918f854980,3ca78e09baf1,1909f4707fbc,4de01d76ccae,c69311489e6a,756653dcabed,60dd7afeb59b,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,f998841971b1,e8b0e9378e85,eff8ad28366d
38462567dddb,4b07a05559d8,89a6f30a4980,e560ef5fcf4b,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,f3918f854980,3ca78e09baf1,1909f4707fbc,4de01d76ccae,8949c0aa3ec9,756653dcabed,60dd7afeb59b,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,f998841971b1,e8b0e9378e85,eff8ad28366d
df1c8a376ed9,756a20dbcfc3,73132cfc6863,3720fd9888bb,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,446a1f0fbe24,87017439bad0,b15c2010203b,4de01d76ccae,f1bf25ed5e9e,83575dc8dc80,70e6db82eba8,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,e36764d55ec2,23a4ce74ed86,ca7f84638a61
9b526c0080bb,171a08826b42,6515e2a4e917,d3aad8c7718f,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,464408816e2a,87017439bad0,00e672016ac8,4de01d76ccae,9d628f8eb50f,756653dcabed,c0d8f5788061,ca12f7e0bc26,ad21b6c84713,2dbf72b294d1,8f66477f646c,a83f97815875,dcd02dc208df,30422b8981e7
df1c8a376ed9,ec3fecc1e615,f38139a7da68,e50a597d6123,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c4e12dc867d3,87017439bad0,1909f4707fbc,4de01d76ccae,3136afc2b004,83575dc8dc80,70e6db82eba8,a1506fa41e74,7352775fc497,2dbf72b294d1,8f66477f646c,e36764d55ec2,83c03dc1b3c5,ca7f84638a61
38462567dddb,6949a799e708,75a14f941520,9e922165360b,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,26d34d9e95f3,892e70c90b50,620c655d09d4,4de01d76ccae,c8e8ad5af3d8,756653dcabed,75f720d017e3,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,95de5c8da9ea,6c2282386829
38462567dddb,f065d16a6c3b,8d01d7afa37c,54d120ac6fb9,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,2e3ab2efca95,3ca78e09baf1,620c655d09d4,4de01d76ccae,1b502e983620,756653dcabed,87bf4dcfb1b5,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,95de5c8da9ea,eff8ad28366d
38462567dddb,712e528f07d6,347d6b09c81d,e7a5d0eed15d,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,2e3ab2efca95,3ca78e09baf1,620c655d09d4,4de01d76ccae,5faa4838fd3e,756653dcabed,87bf4dcfb1b5,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,95de5c8da9ea,eff8ad28366d
38462567dddb,6aa1d42f99b9,b0003f3272dc,b2f0df222308,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,f3918f854980,3ca78e09baf1,1909f4707fbc,4de01d76ccae,1cbd91a01e54,756653dcabed,87bf4dcfb1b5,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,b56e65895c3c,eff8ad28366d
38462567dddb,0c72ab978b6a,326370b9e8d9,9479913f710b,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,2e3ab2efca95,3ca78e09baf1,620c655d09d4,4de01d76ccae,ec0194a067e4,756653dcabed,c2790a1dcce7,e2cf8569465e,97fcfadd6aae,2dbf72b294d1,8f66477f646c,d73c212b172c,d846ed80ae92,eff8ad28366d
38462567dddb,8fd50c5f7495,7fc1b2d3b1d3,c2af2b7a69ac,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c220608960e2,892e70c90b50,620c655d09d4,4de01d76ccae,afdf392d6a9a,756653dcabed,75f720d017e3,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,fd2d34dfde4b,6c2282386829
d13b415bb448,27c6c1763293,47870eacc2b0,4332c75537f8,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,fee6b90fcf78,683d619c2b4f,620c655d09d4,4de01d76ccae,7d04adbae86e,83575dc8dc80,176242d26be4,d759b9c80402,7352775fc497,2dbf72b294d1,6ded4dc64807,db065f5d38ed,9109d50f7494,a29007181baf
38462567dddb,fc1003f793b7,8edf1c51be53,6c06068c02c0,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,82b89cd111e7,3f33e3112315,1909f4707fbc,4de01d76ccae,d2cafc902889,756653dcabed,3d0a953f7b4e,e2cf8569465e,7352775fc497,7c572aeb3f13,8f66477f646c,e39f20daadc9,ba980d07c8ab,b1339d49c110
38462567dddb,e3698b5bdabc,e3779fac757a,31ec782cd8cd,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c220608960e2,892e70c90b50,620c655d09d4,4de01d76ccae,99ef7baaabc4,756653dcabed,de9029b25442,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,d73c212b172c,83c03dc1b3c5,6c2282386829
38462567dddb,880fff96699c,c9ed43b4afdb,55de27c6db00,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c220608960e2,892e70c90b50,1909f4707fbc,4de01d76ccae,245299b9ffa4,756653dcabed,75f720d017e3,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,18666da7567c,6c2282386829
38462567dddb,77623d9366c1,9e5ede5584bb,6eb177c05e80,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c220608960e2,892e70c90b50,620c655d09d4,4de01d76ccae,bc2f36d95073,756653dcabed,de9029b25442,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,d73c212b172c,83c03dc1b3c5,6c2282386829
38462567dddb,cdf147ef82ba,98cdda841852,e8e634f43b7c,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,f3918f854980,3ca78e09baf1,620c655d09d4,4de01d76ccae,17699f64510e,756653dcabed,87bf4dcfb1b5,e2cf8569465e,7352775fc497,2dbf72b294d1,8f66477f646c,c21c326d9797,95de5c8da9ea,eff8ad28366d
38462567dddb,350ce62498b7,baf9becad138,f90e30eb9245,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,c220608960e2,892e70c90b50,620c655d09d4,4de01d76ccae,62301cd03d58,756653dcabed,de9029b25442,e2cf8569465e,97fcfadd6aae,7c572aeb3f13,8f66477f646c,d73c212b172c,83c03dc1b3c5,6c2282386829
d13b415bb448,,,c77265fd9fe0,56f8f910cb81,00a6a274e43a,d716ade3ab1c,48bb323e452d,3661b7366dff,7240f5e492e5,ffc7a8c8c9ff,4de01d76ccae,,83575dc8dc80,b1e146a7b02f,d759b9c80402,7352775fc497,2dbf72b294d1,8f66477f646c,e36764d55ec2,e8f7b957ed0c,b3d5b787845c
9b526c0080bb,5072111c6f19,4f92f85c18c4,1e5ece43e827,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,4bbdc0dc35b3,87017439bad0,620c655d09d4,4de01d76ccae,3136afc2b004,756653dcabed,8715e7ecb153,ca12f7e0bc26,ad21b6c84713,2dbf72b294d1,8f66477f646c,f5e1eb89abb8,8874fb027620,30422b8981e7
8f299afacdd0,f98c159cd44c,c78905aff631,59e2c8af1077,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,fcd4cdeb89bb,ba1cd803e0dd,620c655d09d4,4de01d76ccae,1ce56328489a,756653dcabed,322fd77fae95,e2cf8569465e,ad21b6c84713,2dbf72b294d1,8f66477f646c,a83f97815875,496fcb180754,8fafccc0fb64
8f299afacdd0,68ba2d65b020,b5b9421f1ed5,b666f96cf380,56f8f910cb81,6382a318d580,d716ade3ab1c,48bb323e452d,60e67a0a6d05,ba1cd803e0dd,620c655d09d4,4de01d76ccae,5c55782554a0,756653dcabed,e2aaf30829cd,e2cf8569465e,7352775fc497,7c572aeb3f13,8f66477f646c,c21c326d9797,715b381e30fa,8fafccc0fb64
8f299afacdd0,cced635af46c,ae3ded4e6a29,1ed070cd2788,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,6cd0cb61d876,892e70c90b50,620c655d09d4,4de01d76ccae,d0ce62cd249e,756653dcabed,e2aaf30829cd,e2cf8569465e,7352775fc497,7c572aeb3f13,8f66477f646c,c21c326d9797,cf55d3c65192,7778802fc174
f6f8e7019289,970d31178b7b,bd445ffb29b5,02a2980c9cdb,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,a66669b51838,0a1a6904b336,620c655d09d4,4de01d76ccae,66e426b26543,756653dcabed,65d7aa7f83b6,ca12f7e0bc26,ad21b6c84713,2dbf72b294d1,8f66477f646c,a83f97815875,93c7061938b3,650ed51ad0b6
9b526c0080bb,08c3378781e0,d4fc0be148d3,c4b3f57a570c,404939ad27db,6382a318d580,d716ade3ab1c,48bb323e452d,e7cb213eab62,0a1a6904b336,620c655d09d4,4de01d76ccae,db3c522c53b7,756653dcabed,acaa9a9af97e,ca12f7e0bc26,97fcfadd6aae,7c572aeb3f13,8f66477f646c,f998841971b1,9f090118f279,353cbf3935d5
